Observation GUID	Påträffad	Taxon ID	Vetenskapligt namn	Svenskt namn	Taxonkategori	Organismgrupp	Rödlistekategori	Observationens skyddsklass	Startdatum	Slutdatum	Starttid	Sluttid	WGS84 decimal (lat)	WGS84 decimal (lon)	SWEREF99TM X (öst)	SWEREF99TM Y (nord)	Geodetiskt datum	Koordinatnoggrannhet (m)	Lokal	Församling	Kommun	Län	Landskap	Observatör	Antal individer	Organismkvantitet	Organismkvantitetsenhet	Stadium/ålder	Kön	Aktivitet (Artportalen)	Verifieringsstatus	Osäker artbestämning	Aldrig funnen	Ej återfunnen	Projekt1 Namn	Dataset namn	Diffuserad	Skyddad
urn:lsid:artportalen.se:sighting:15814184	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-05-17	2014-05-17	11:30	19:40	57.70257	11.80147	309415	6400095	EPSG:4326	100	Torsholmen, Vg	Göteborg	Göteborg	Västra Götaland	Västergötland	Uno Unger	1	1		imago/adult	hane	friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15448949	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2013-04-25	2013-04-25			55.69702	13.38246	398335	6173545	EPSG:4326	100	Måryd-Torna Hällestad, Sk	Hällestad	Lund	Skåne	Skåne	Magnus Persson	1	1		imago/adult	hane		Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15813662	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-05-17	2014-05-17	12:55	13:05	58.06928	11.49903	293517	6441780	EPSG:4326	250	Änge hamn, Lyr, Tegneby, Boh	Tegneby	Orust	Västra Götaland	Bohuslän	Thomas Liebig, Magnus Larsson	2	2		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15017344	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2010-07-11	2010-07-11	14:16	14:20	59.42249	16.93482	609785	6588695	EPSG:4326	5	Fogdö, Kråktorp O, Srm	Vansö	Strängnäs	Södermanland	Södermanland	Erik Sjödin	1	1					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:16037721	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-06-29	2014-06-29			57.35985	16.26614	576169	6358153	EPSG:4326	500	Humlenäs, Sm	Kristdala	Oskarshamn	Kalmar	Småland	Christer Håkansson	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:16049835	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-07-02	2014-07-02	08:30	09:45	68.34819	18.88717	659968	7586731	EPSG:4326	250	Myrområde på båda sidor E10, vid P-plats O Abisko Ö:a, T lm	Jukkasjärvi	Kiruna	Norrbotten	Torne lappmark	Anders Wånge Kjellsson	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:16058186	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-06-25	2014-06-26			58.36813	15.60819	535580	6469857	EPSG:4326	1500	Tinnerö, Ög	Linköping	Linköping	Östergötland	Östergötland	Bengt Åke Bengtsson				imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:16079759	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-07-09	2014-07-09			58.09117	11.73487	307538	6443517	EPSG:4326	100	Nylänsberget, Lilla Askerön, Boh	Valla	Tjörn	Västra Götaland	Bohuslän	Anders Larsson	2	2					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:16739863	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-07-17	2014-07-17			59.31162	12.80603	375107	6576809	EPSG:4326	25	Hult, västra delen, Vrm	Gillberga	Säffle	Värmland	Värmland	Dan Mangsbo	2	2					Ovaliderad	False	False	False	Svensk Dagfjärilsövervakning	Artportalen	False	False
urn:lsid:artportalen.se:sighting:16172462	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-07-15	2014-07-15			57.63926	14.98647	499192	6388550	EPSG:4326	100	Nifsarpsmaden, Sm	Höreda	Eksjö	Jönköping	Småland	Patrik Johansson	1	1		imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15018663	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2010-08-13	2010-08-13	13:35	13:52	59.89218	17.18972	622520	6641429	EPSG:4326	5	Järlåsa, Upl	Järlåsa	Uppsala	Uppsala	Uppland	Erik Sjödin	1	1					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15018334	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2010-08-16	2010-08-16	11:38	11:41	59.85639	17.32839	630417	6637709	EPSG:4326	5	Vänge, Sandgropen, Upl	Skogs-Tibble	Uppsala	Uppsala	Uppland	Erik Sjödin	1	1					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15808552	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-05-13	2014-05-13			62.7908	17.81093	643365	6965409	EPSG:4326	100	Hundsjö, Ång	Högsjö	Härnösand	Västernorrland	Ångermanland	Erling Strandgren	2	2		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15815457	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2013-07-21	2013-07-21	09:45	12:15	56.61171	14.19376	450514	6274455	EPSG:4326	250	Djäknabygd Dagfjärilar, Sm	Stenbrohult	Älmhult	Kronoberg	Småland	Sven G Nilsson	4	4		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15018092	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2010-08-06	2010-08-06	12:16	12:19	59.84926	17.37347	632970	6637006	EPSG:4326	5	Vänge, Hålsjön, Upl	Vänge	Uppsala	Uppsala	Uppland	Erik Sjödin	1	1					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15017569	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2010-07-14	2010-07-14	14:45	14:48	59.8565	17.32832	630413	6637722	EPSG:4326	5	Vänge, Sandgropen, Upl	Skogs-Tibble	Uppsala	Uppsala	Uppland	Erik Sjödin	1	1					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15015399	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2010-08-23	2010-08-23			59.5083	16.6139	591346	6597762	EPSG:4326	10	Ridön, Västeräng, Vstm	Västerås-Barkarö	Västerås	Västmanland	Västmanland	Erik Sjödin							Ovaliderad	False	False	False	Inventering av gaddsteklar, U län	Artportalen	False	False
urn:lsid:artportalen.se:sighting:15017081	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2010-07-11	2010-07-11	09:28	09:32	59.39859	16.90248	608026	6585980	EPSG:4326	5	Fogdö, Karlberg, Srm	Vansö	Strängnäs	Södermanland	Södermanland	Erik Sjödin	1	1					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15015397	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2010-05-30	2010-05-30			59.55559	16.86488	605402	6603399	EPSG:4326	10	Ängsö, Lötenbacken, Tjärn SO 400m, Vstm	Ängsö	Västerås	Västmanland	Västmanland	Erik Sjödin							Ovaliderad	False	False	False	Inventering av gaddsteklar, U län	Artportalen	False	False
urn:lsid:artportalen.se:sighting:15815212	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-05-18	2014-05-18			58.917	16.80373	603870	6532210	EPSG:4326	100	Ängsbacken Valva Naturreservat, Srm	Husby-Oppunda	Nyköping	Södermanland	Södermanland	Ove Sjögrund, Ingrid Sjögrund	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:16617761	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-07-10	2014-07-10	14:00	16:30	59.44797	16.39641	579179	6590766	EPSG:4326	10	Askholmen 9070-3, Srm	Tumbo	Eskilstuna	Södermanland	Södermanland	Magnus Stenmark, Daniel Segerlind	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:16095618	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-07-12	2014-07-12			59.83121	17.54033	642392	6635344	EPSG:4326	100	Fjärilstigen, Upl	Läby	Uppsala	Uppsala	Uppland	Kenth Kärsrud	2	2	ex.	imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:16095474	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-07-12	2014-07-12			56.72446	12.67431	357692	6289129	EPSG:4326	100	Hökvägen 44, Haverdal, Hl	Harplinge	Halmstad	Halland	Halland	Jonas Svensson	3	3				friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:16058961	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-07-05	2014-07-05			65.14612	18.78071	677228	7230047	EPSG:4326	150	miljöstationen,ytterberg, Ly lm	Malå	Malå	Västerbotten	Lycksele lappmark	jari Kaltiala	2	2				födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:16099244	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-07-13	2014-07-13			55.52362	12.91099	368126	6155044	EPSG:4326	100	Klagshamns udde, Sk	Västra Klagstorp	Malmö	Skåne	Skåne	Jesper Segergren	2	2		imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:16743883	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-06-12	2014-06-12			59.96297	13.1883	398843	6648672	EPSG:4326	25	Jordberg, västra infarten, Vrm	Lysvik	Sunne	Värmland	Värmland	Dan Mangsbo	1	1					Ovaliderad	False	False	False	Svensk Dagfjärilsövervakning	Artportalen	False	False
urn:lsid:artportalen.se:sighting:16743539	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-06-06	2014-06-06			59.95889	13.14794	396577	6648280	EPSG:4326	25	Höglunda, västra infarten, Vrm	Sunne	Sunne	Värmland	Värmland	Dan Mangsbo	2	2					Ovaliderad	False	False	False	Svensk Dagfjärilsövervakning	Artportalen	False	False
urn:lsid:artportalen.se:sighting:16743614	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-06-06	2014-06-06			59.95989	13.15312	396870	6648383	EPSG:4326	25	Höglunda, östra infarten, Vrm	Lysvik	Sunne	Värmland	Värmland	Dan Mangsbo	2	2					Ovaliderad	False	False	False	Svensk Dagfjärilsövervakning	Artportalen	False	False
urn:lsid:artportalen.se:sighting:16184807	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-07-18	2014-07-18			57.11596	12.30155	336610	6333526	EPSG:4326	250	Ängsmark NO Träslöv, Hl	Träslöv	Varberg	Halland	Halland	David Andersson	15	15		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:16184130	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-07-18	2014-07-18	12:00	15:00	58.3927	15.98541	557607	6472854	EPSG:4326	500	Lst Höversby, Ög	Örtomta	Linköping	Östergötland	Östergötland	Torbjörn Blixt	1	1	ex.	imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:16183249	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-07-11	2014-07-11			57.22427	18.65576	720680	6348274	EPSG:4326	400	Närshamn, Gtl	När	Gotland	Gotland	Gotland	Matti Dahlbom, Lars Dahlbom, Mikael Dahlbom	5	5		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:16184167	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-07-17	2014-07-17	12:00	15:00	57.73244	15.2827	516834	6398957	EPSG:4326	250	St. Gluggebo, Ög	Svinhult	Ydre	Östergötland	Östergötland	Torbjörn Blixt	1	1	ex.	imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:16537368	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-08-28	2014-08-28	12:00	14:00	58.40676	12.04386	327285	6477795	EPSG:4326	50	Holmen Lane Ryr, Boh	Lane-Ryr	Uddevalla	Västra Götaland	Bohuslän	Hans Petersson	3	3		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:16537359	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-08-27	2014-08-27	12:00	16:00	58.40676	12.04386	327285	6477795	EPSG:4326	50	Holmen Lane Ryr, Boh	Lane-Ryr	Uddevalla	Västra Götaland	Bohuslän	Hans Petersson	2	2		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:16219915	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-07-18	2014-07-18			56.0004	13.08095	380323	6207786	EPSG:4326	10	Hagagatan 4, Sk	Kågeröd	Svalöv	Skåne	Skåne	Lisa Olsson	1	1	ex.	imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:17048569	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-05-28	2014-05-28			59.2681	12.80844	375085	6571960	EPSG:4326	25	Änden, väg S663, Vrm	Gillberga	Säffle	Värmland	Värmland	Dan Mangsbo	3	3					Ovaliderad	False	False	False	Trafikverkets inventeringar av arter i statliga vägmiljöer	Artportalen	False	False
urn:lsid:artportalen.se:sighting:17022750	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-09-07	2014-09-07			59.7912	17.65993	649272	6631153	EPSG:4326	100	Sunnerstabacken, Upl	Uppsala	Uppsala	Uppsala	Uppland	Owe Rosengren, Bengt Neiss	3	3		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:17163051	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-06-18	2014-07-29			58.02926	13.66142	420945	6432751	EPSG:4326	1000	Mellan Kyrkeslätt och O2787, Vg	Vistorp	Falköping	Västra Götaland	Västergötland	Lennart Sundh	4	4					Ovaliderad	False	False	False	Trafikverkets inventeringar av arter i statliga vägmiljöer	Artportalen	False	False
urn:lsid:artportalen.se:sighting:17328037	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2015-04-13	2015-04-13			59.38139	13.49455	414471	6583489	EPSG:4326	50	Länsstyrelsen, Klara, Vrm	Karlstad	Karlstad	Värmland	Värmland	Jörgen Persson	1	1	ex.	imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:16355702	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-07-14	2014-07-14			57.26534	16.30034	578427	6347671	EPSG:4326	125	Vägkant med närliggande skogsområde, Århult, Sm	Döderhult	Oskarshamn	Kalmar	Småland	Gunnar Westling				imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:16355779	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-07-28	2014-07-28	10:45	12:50	55.85084	13.38988	399199	6190651	EPSG:4326	300	Stavrödsmosse, Sk	Eslöv	Eslöv	Skåne	Skåne	Sigvard Svensson	10	10		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:16579003	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-09-11	2014-09-11			55.70819	13.23377	389022	6175016	EPSG:4326	100	Gåsatoften, Sk	Lund	Lund	Skåne	Skåne	Lars G R Nilsson	1	1	ex.	imago/adult			Ovaliderad	False	False	False	Dagfjärilar runt knuten	Artportalen	False	False
urn:lsid:artportalen.se:sighting:16562435	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-09-06	2014-09-06	11:00	12:00	57.84331	14.41386	465203	6411416	EPSG:4326	100	Ramsjöholm, Hörlingsgärdet, Sm	Svarttorp	Jönköping	Jönköping	Småland	Michael Andersson, Anders Ahlstrand	1	1	ex.	imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15074428	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2012-06-09	2012-06-09			58.6004	16.08708	563176	6496069	EPSG:4326	100	Leonardsberg NV 700 m, Ög	Norrköping	Norrköping	Östergötland	Östergötland	Jan-Erik Axelsson	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15204110	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2012-07-29	2012-07-29			59.39335	16.42344	580841	6584718	EPSG:4326	100	Domarringsvägen 3, Srm	Torshälla	Eskilstuna	Södermanland	Södermanland	Tommy Emanuelsson	1	1					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15081432	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2012-06-16	2012-06-16			56.73745	12.86149	369189	6290202	EPSG:4326	99	Måsängsvägen 20, Hl	Holm	Halmstad	Halland	Halland	Per Wahlén	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15059652	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2012-05-19	2012-05-19			57.31485	12.87015	371723	6354441	EPSG:4326	100	Korrasjön  Mjöbäck, Vg	Mjöbäck	Svenljunga	Västra Götaland	Västergötland	Henrik Josefsson	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15055060	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2012-05-14	2012-05-14	12:45	12:45	59.70636	17.2965	629210	6620947	EPSG:4326	50	Finsta, 370 m NV Furubylund, Upl	Fröslunda	Enköping	Uppsala	Uppland	Gabriel Tjernberg	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15053676	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2012-05-02	2012-05-02			56.15038	15.30427	518903	6222859	EPSG:4326	250	Nötanabben, Bl	Hjortsberga	Ronneby	Blekinge	Blekinge	Mats Lindeborg				imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15575628	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2013-08-02	2013-08-02	14:30	15:40	57.4505	12.18622	331168	6371031	EPSG:4326	500	Fjärås Bräcka N, Hl	Fjärås	Kungsbacka	Halland	Halland	Jörgen Sagvik				imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15580095	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2013-08-05	2013-08-05			57.82766	13.00148	381312	6411276	EPSG:4326	250	Fristads Folkhögskola, Vg	Fristad	Borås	Västra Götaland	Västergötland	Matti Dahlbom	10	10		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15593646	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2013-07-06	2013-07-06			59.85588	17.09724	617475	6637220	EPSG:4326	100	Lindsbro, Salinge, Österunda, Upl	Österunda	Enköping	Uppsala	Uppland	Torbjörn Persson	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15562221	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2013-07-26	2013-07-26	08:00	15:00	60.35093	15.43217	523849	6690572	EPSG:4326	100	St.Ulvsjön, Dlr	Silvberg	Säter	Dalarna	Dalarna	Bengt Eriksson	20	20		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15577718	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2013-08-03	2013-08-03			59.32627	17.68338	652679	6579459	EPSG:4326	100	Alviken, Upl	Sånga	Ekerö	Stockholm	Uppland	Ylva Terelius, Hans Terelius	9	9		imago/adult			Ovaliderad	False	False	False	Svensk Dagfjärilsövervakning	Artportalen	False	False
urn:lsid:artportalen.se:sighting:15576652	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2013-08-03	2013-08-03			57.65257	11.77815	307761	6394598	EPSG:4326	25	Mansdalstigen 8, Brännö, Gbg:s södra skärgård, Vg	Styrsö	Göteborg	Västra Götaland	Västergötland	Robert Ennerfelt	2	2		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15564162	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2013-07-27	2013-07-27			58.10863	15.80452	547410	6441087	EPSG:4326	100	Berghamra (privat trädgård), Kättilstad, Ög	Kättilstad	Kinda	Östergötland	Östergötland	Sten Fällström, Sol-Britte Fällström	5	5		imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15480470	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2012-07-27	2012-07-27			58.3606	15.61983	536269	6469025	EPSG:4326	50	Nordost om Rosenkällasjön, Tinnerö, Ög	Linköping	Linköping	Östergötland	Östergötland	Anton Sunnergren	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15451095	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2013-05-01	2013-05-01			55.96079	12.88498	367968	6203736	EPSG:4326	100	Bälteberga, Vallåkra, Sk	Ottarp	Helsingborg	Skåne	Skåne	Bengt Hertzman	2	2		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15457336	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2013-05-11	2013-05-11			56.08978	13.21674	389047	6217505	EPSG:4326	250	Banvall, skogsäng V Herrevadskloster, Sk	Riseberga	Klippan	Skåne	Skåne	Bengt Hertzman	1	1		imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15140961	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2012-07-26	2012-07-26			58.82294	17.64294	652597	6523349	EPSG:4326	1000	Norra Askö slåtterängar, Srm	Trosa-Vagnhärad	Trosa	Södermanland	Södermanland	Johan Wenngren	11	11		imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15997620	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2012-06-20	2012-07-26			57.9703	13.52932	413001	6426351	EPSG:4326	25	Nordtorpet 530 m NNO (Blidsberg-Trädet 25), Vg	Humla	Ulricehamn	Västra Götaland	Västergötland	Lennart Sundh	1	1					Ovaliderad	False	False	False	Inventering Rv46 Ulricehamn 2012	Artportalen	False	False
urn:lsid:artportalen.se:sighting:15957060	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-06-08	2014-06-08			60.82474	14.98576	499225	6743267	EPSG:4326	25	tällberg, slåtteräng, Dlr	Leksand	Leksand	Dalarna	Dalarna	Sverker Hultengren	3	3		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15959461	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-06-04	2014-06-04			66.68324	20.36128	736565	7406244	EPSG:4326	250	Messaure VattenfallsVärnOmråde, Lu lm	Jokkmokk	Jokkmokk	Norrbotten	Lule lappmark	Mats Karström	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15986847	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2014-06-15	2014-06-15			57.96542	13.55424	414464	6425775	EPSG:4326	1000	Blomsholm, Vg	Kölaby	Ulricehamn	Västra Götaland	Västergötland	Matti Dahlbom	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15968482	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2013-08-02	2013-08-02	10:25	11:25	58.07406	15.61673	536379	6437122	EPSG:4326	200	Mantorp 600 m NV (M21), Ög	Västra Eneby	Kinda	Östergötland	Östergötland	Torbjörn Blixt	3	3	ex.	imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15513546	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2013-06-30	2013-06-30			58.69132	17.02942	617625	6507461	EPSG:4326	200	Mygghem, Srm	Oxelösund	Oxelösund	Södermanland	Södermanland	Lars Pettersson	1	1		imago/adult		friflygande	Ovaliderad	False	False	False	Privat inventering	Artportalen	False	False
urn:lsid:artportalen.se:sighting:15544949	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2013-07-17	2013-07-17			57.86076	11.69215	303764	6418007	EPSG:4326	100	Tofta Kråkerösund, Boh	Lycke	Kungälv	Västra Götaland	Bohuslän	Göran Persson	10	10		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15015422	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2010-08-23	2010-08-23			59.51439	16.64187	592912	6598479	EPSG:4326	10	Ridön, hage V om Enbacken, Vstm	Västerås-Barkarö	Västerås	Västmanland	Västmanland	Erik Sjödin							Ovaliderad	False	False	False	Inventering av gaddsteklar, U län	Artportalen	False	False
urn:lsid:artportalen.se:sighting:15182377	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2012-08-19	2012-08-19	13:00	14:30	55.71026	13.24669	389840	6175226	EPSG:4326	150	Tusenårslunden-Ekelundsdammen, Mårtens Fälad, Sk	Lund	Lund	Skåne	Skåne	Sigvard Svensson	2	2		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15172315	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2012-08-04	2012-08-04	12:45	16:00	55.75877	13.57349	410482	6180153	EPSG:4326	250	Askeröds mosse, Romhultsdammen (K361), Sk	Harlösa	Eslöv	Skåne	Skåne	Sigvard Svensson	20	20		imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:15634217	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2013-09-22	2013-09-22	15:30	15:30	60.50574	15.45428	524951	6707823	EPSG:4326	250	Hönsarvet, Dlr	Borlänge	Borlänge	Dalarna	Dalarna	Håkan Sandin	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
